Date,Location,NewCases,NewDeaths,NewRecovered,NewActiveCases,TotalCases,TotalDeaths,TotalRecovered,TotalActiveCases,Country,Continent,Island,TimeZone,SpecialStatus,TotalRegencies,TotalCities,TotalDistricts,TotalUrbanVillages,TotalRuralVillages,Area(km2),Population,PopulationDensity,Longitude,Latitude,NewCasesperMillion,TotalCasesperMillion,NewDeathsperMillion,TotalDeathsperMillion,TotalDeathsper100rb,CaseFatalityRate,CaseRecoveredRate,GrowthFactorofNewCases,GrowthFactorofNewDeaths
4/17/2021,Jawa Barat,894,11,750,133,267601,3543,236849,27209,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,19.8,5925.45,0.24,78.45,7.85,1.32%,88.51%,0.92,1.83
6/12/2021,Jawa Tengah,1036,39,181,816,215108,9809,186535,18764,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,28.49,5915.4,1.07,269.74,26.97,4.56%,86.72%,0.84,1.05
7/18/2021,Jawa Timur,5707,332,3007,2368,239154,16149,179918,43087,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,140.99,5908.1,8.2,398.95,39.89,6.75%,75.23%,0.82,1.17
4/16/2021,Jawa Barat,972,6,703,263,266707,3532,236099,27076,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,21.52,5905.65,0.13,78.21,7.82,1.32%,88.52%,0.72,0.17
6/11/2021,Jawa Tengah,1235,37,814,384,214072,9770,186354,17948,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,33.96,5886.91,1.02,268.67,26.87,4.56%,87.05%,0.72,0.62
4/15/2021,Jawa Barat,1353,36,1361,-44,265735,3526,235396,26813,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,29.96,5884.13,0.8,78.08,7.81,1.33%,88.58%,0.88,2
7/11/2021,Banten,679,9,305,365,62937,1474,51233,10230,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,63.33,5869.69,0.84,137.47,13.75,2.34%,81.40%,1.19,1.13
4/14/2021,Jawa Barat,1546,18,845,683,264382,3490,234035,26857,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,34.23,5854.17,0.4,77.28,7.73,1.32%,88.52%,1.17,0.86
1/29/2021,Daerah Istimewa Yogyakarta,414,3,210,201,21254,487,14428,6339,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,114.02,5853.46,0.83,134.12,13.41,2.29%,67.88%,1.15,0.33
6/10/2021,Jawa Tengah,1718,60,592,1066,212837,9733,185540,17564,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,47.24,5852.95,1.65,267.65,26.77,4.57%,87.17%,1.08,3.75
9/21/2020,DKI Jakarta,1352,29,1294,29,63316,1582,49708,12026,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,124.65,5837.65,2.67,145.86,14.59,2.50%,78.51%,1.19,2.07
4/13/2021,Jawa Barat,1324,21,1031,272,262836,3472,233190,26174,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,29.32,5819.94,0.46,76.88,7.69,1.32%,88.72%,1.1,0.78
7/10/2021,Banten,569,8,464,97,62258,1465,50928,9865,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,53.07,5806.36,0.75,136.63,13.66,2.35%,81.80%,1.11,2
6/9/2021,Jawa Tengah,1588,16,938,634,211119,9673,184948,16498,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,43.67,5805.7,0.44,266,26.6,4.58%,87.60%,0.99,0.48
4/12/2021,Jawa Barat,1203,27,369,807,261512,3451,232159,25902,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,26.64,5790.62,0.6,76.41,7.64,1.32%,88.78%,1.58,5.4
7/17/2021,Jawa Timur,6920,284,2707,3929,233447,15817,176911,40719,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,170.95,5767.11,7.02,390.75,39.07,6.78%,75.78%,0.88,0.81
4/11/2021,Jawa Barat,763,5,719,39,260309,3424,231790,25095,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,16.89,5763.98,0.11,75.82,7.58,1.32%,89.04%,0.69,0.63
6/8/2021,Jawa Tengah,1606,33,677,896,209531,9657,184010,15864,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,44.16,5762.03,0.91,265.56,26.56,4.61%,87.82%,1.01,1.18
7/9/2021,Banten,514,4,49,461,61689,1457,50464,9768,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,47.94,5753.3,0.37,135.88,13.59,2.36%,81.80%,1.02,0.8
4/10/2021,Jawa Barat,1109,8,517,584,259546,3419,231071,25056,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,24.56,5747.09,0.18,75.71,7.57,1.32%,89.03%,1.16,0.36
1/28/2021,Daerah Istimewa Yogyakarta,359,9,383,-33,20840,484,14218,6138,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,98.87,5739.44,2.48,133.3,13.33,2.32%,68.22%,0.84,0.6
4/9/2021,Jawa Barat,959,22,600,337,258437,3411,230554,24472,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,21.23,5722.53,0.49,75.53,7.55,1.32%,89.21%,1.59,1.69
6/7/2021,Jawa Tengah,1596,28,1217,351,207925,9624,183333,14968,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,43.89,5717.87,0.77,264.66,26.47,4.63%,88.17%,1.8,0.68
9/20/2020,DKI Jakarta,1138,14,1069,55,61964,1553,48414,11997,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,104.92,5713,1.29,143.18,14.32,2.51%,78.13%,1.15,1.4
7/8/2021,Banten,503,5,143,355,61175,1453,50415,9307,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,46.91,5705.36,0.47,135.51,13.55,2.38%,82.41%,0.82,0.38
4/8/2021,Jawa Barat,604,13,1290,-699,257478,3389,229954,24135,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,13.37,5701.29,0.29,75.04,7.5,1.32%,89.31%,0.65,4.33
4/7/2021,Jawa Barat,927,3,777,147,256874,3376,228664,24834,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,20.53,5687.92,0.07,74.75,7.48,1.31%,89.02%,1.13,0.18
6/6/2021,Jawa Tengah,886,41,395,450,206329,9596,182116,14617,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,24.36,5673.98,1.13,263.89,26.39,4.65%,88.26%,0.81,2.16
4/6/2021,Jawa Barat,820,17,803,0,255947,3373,227887,24687,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,18.16,5667.39,0.38,74.69,7.47,1.32%,89.04%,0.89,4.25
7/7/2021,Banten,612,13,168,431,60672,1448,50272,8952,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,57.08,5658.45,1.21,135.04,13.5,2.39%,82.86%,1.34,2.17
6/5/2021,Jawa Tengah,1090,19,116,955,205443,9555,181721,14167,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,29.97,5649.61,0.52,262.76,26.28,4.65%,88.45%,1.14,0.36
4/5/2021,Jawa Barat,923,4,823,96,255127,3356,227084,24687,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,20.44,5649.24,0.09,74.31,7.43,1.32%,89.01%,2.64,0.67
1/27/2021,Daerah Istimewa Yogyakarta,427,15,383,29,20481,475,13835,6171,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,117.6,5640.57,4.13,130.82,13.08,2.32%,67.55%,1.31,2.5
4/4/2021,Jawa Barat,350,6,318,26,254204,3352,226261,24591,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,7.75,5628.8,0.13,74.22,7.42,1.32%,89.01%,0.76,1.2
4/3/2021,Jawa Barat,461,5,585,-129,253854,3346,225943,24565,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,10.21,5621.05,0.11,74.09,7.41,1.32%,89.01%,0.73,1.25
6/4/2021,Jawa Tengah,955,53,572,330,204353,9536,181605,13212,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,26.26,5619.64,1.46,262.24,26.22,4.67%,88.87%,1.28,1.83
4/2/2021,Jawa Barat,634,4,483,147,253393,3341,225358,24694,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,14.04,5610.84,0.09,73.98,7.4,1.32%,88.94%,0.63,0.05
9/19/2020,DKI Jakarta,988,10,1032,-54,60826,1539,47345,11942,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,91.09,5608.08,0.92,141.89,14.19,2.53%,77.84%,0.79,0.45
7/6/2021,Banten,457,6,268,183,60060,1435,50104,8521,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,42.62,5601.37,0.56,133.83,13.38,2.39%,83.42%,0.84,2
4/1/2021,Jawa Barat,1014,73,1090,-149,252759,3337,224875,24547,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,22.45,5596.8,1.62,73.89,7.39,1.32%,88.97%,1.04,10.43
7/16/2021,Jawa Timur,7831,351,2228,5252,226527,15533,174204,36790,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,193.46,5596.16,8.67,383.73,38.37,6.86%,76.90%,0.95,1.65
6/3/2021,Jawa Tengah,747,29,452,266,203398,9483,181033,12882,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,20.54,5593.38,0.8,260.78,26.08,4.66%,89.00%,0.93,0.69
3/31/2021,Jawa Barat,971,7,828,136,251745,3264,223785,24696,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,21.5,5574.35,0.15,72.27,7.23,1.30%,88.89%,1.09,0.78
6/2/2021,Jawa Tengah,803,42,160,601,202651,9454,180581,12616,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,22.08,5572.84,1.15,259.98,26,4.67%,89.11%,0.93,1.83
7/5/2021,Banten,541,3,25,513,59603,1429,49836,8338,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,50.46,5558.75,0.28,133.27,13.33,2.40%,83.61%,0.87,0.18
3/30/2021,Jawa Barat,890,9,958,-77,250774,3257,222957,24560,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,19.71,5552.85,0.2,72.12,7.21,1.30%,88.91%,0.65,1.13
6/1/2021,Jawa Tengah,866,23,121,722,201848,9412,180421,12015,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,23.81,5550.75,0.63,258.83,25.88,4.66%,89.38%,0.94,1.05
3/29/2021,Jawa Barat,1373,8,1235,130,249884,3248,221999,24637,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,30.4,5533.14,0.18,71.92,7.19,1.30%,88.84%,2.39,1.6
5/31/2021,Jawa Tengah,921,22,574,325,200982,9389,180300,11293,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,25.33,5526.94,0.6,258.19,25.82,4.67%,89.71%,0.9,2.44
1/26/2021,Daerah Istimewa Yogyakarta,325,6,311,8,20054,460,13452,6142,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,89.51,5522.97,1.65,126.69,12.67,2.29%,67.08%,1.05,0.4
9/18/2020,DKI Jakarta,1258,22,1036,200,59838,1529,46313,11996,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,115.99,5516.98,2.03,140.97,14.1,2.56%,77.40%,1.13,1.57
7/4/2021,Banten,621,17,25,579,59062,1426,49811,7825,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,57.92,5508.3,1.59,132.99,13.3,2.41%,84.34%,0.87,2.43
3/28/2021,Jawa Barat,575,5,738,-168,248511,3240,220764,24507,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,12.73,5502.74,0.11,71.74,7.17,1.30%,88.83%,1.01,0.05
5/30/2021,Jawa Tengah,1019,9,271,739,200061,9367,179726,10968,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,28.02,5501.61,0.25,257.59,25.76,4.68%,89.84%,0.94,0.43
3/27/2021,Jawa Barat,571,102,1294,-825,247936,3235,220026,24675,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,12.64,5490.01,2.26,71.63,7.16,1.30%,88.74%,0.58,14.57
3/26/2021,Jawa Barat,991,7,1511,-527,247365,3133,218732,25500,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,21.94,5477.36,0.15,69.37,6.94,1.27%,88.42%,0.83,0.88
5/29/2021,Jawa Tengah,1079,21,651,407,199042,9358,179455,10229,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,29.67,5473.59,0.58,257.34,25.73,4.70%,90.16%,1.57,0.46
3/25/2021,Jawa Barat,1187,8,1328,-149,246374,3126,217221,26027,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,26.28,5455.42,0.18,69.22,6.92,1.27%,88.17%,1.11,2.67
7/3/2021,Banten,715,7,21,687,58441,1409,49786,7246,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,66.68,5450.38,0.65,131.41,13.14,2.41%,85.19%,2.37,1.4
5/28/2021,Jawa Tengah,686,46,631,9,197963,9337,178804,9822,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,18.86,5443.92,1.26,256.76,25.68,4.72%,90.32%,0.96,9.2
1/25/2021,Daerah Istimewa Yogyakarta,310,15,408,-113,19729,454,13141,6134,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,85.38,5433.47,4.13,125.03,12.5,2.30%,66.61%,1.48,1.67
3/24/2021,Jawa Barat,1068,3,2634,-1569,245187,3118,215893,26176,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,23.65,5429.14,0.07,69.04,6.9,1.27%,88.05%,1.11,0.27
5/27/2021,Jawa Tengah,713,5,237,471,197277,9291,178173,9813,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,19.61,5425.05,0.14,255.5,25.55,4.71%,90.32%,1.3,0.22
3/23/2021,Jawa Barat,962,11,1597,-646,244119,3115,213259,27745,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,21.3,5405.49,0.24,68.97,6.9,1.28%,87.36%,0.7,0.44
5/26/2021,Jawa Tengah,550,23,247,280,196564,9286,177936,9342,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,15.12,5405.45,0.63,255.36,25.54,4.72%,90.52%,0.77,0.82
7/15/2021,Jawa Timur,8230,213,1996,6021,218696,15182,171976,31538,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,203.32,5402.7,5.26,375.06,37.51,6.94%,78.64%,1.16,0.89
9/17/2020,DKI Jakarta,1113,14,748,351,58580,1507,45277,11796,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,102.62,5401,1.29,138.94,13.89,2.57%,77.29%,0.86,0.45
5/25/2021,Jawa Tengah,712,28,332,352,196014,9263,177689,9062,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,19.58,5390.32,0.77,254.73,25.47,4.73%,90.65%,0.76,2
3/22/2021,Jawa Barat,1382,25,1328,29,243157,3104,211662,28391,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,30.6,5384.19,0.55,68.73,6.87,1.28%,87.05%,2.41,25
7/2/2021,Banten,302,5,20,277,57726,1402,49765,6559,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,28.17,5383.7,0.47,130.75,13.08,2.43%,86.21%,1.01,2.5
5/24/2021,Jawa Tengah,933,14,877,42,195302,9235,177357,8710,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,25.66,5370.74,0.38,253.96,25.4,4.73%,90.81%,2.54,0.67
7/1/2021,Banten,300,2,19,279,57424,1397,49745,6282,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,27.98,5355.53,0.19,130.29,13.03,2.43%,86.63%,0.62,0.12
3/21/2021,Jawa Barat,574,1,1383,-810,241775,3079,210334,28362,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,12.71,5353.59,0.02,68.18,6.82,1.27%,87.00%,0.61,0.13
1/24/2021,Daerah Istimewa Yogyakarta,210,9,186,15,19419,439,12733,6247,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,57.84,5348.09,2.48,120.9,12.09,2.26%,65.57%,0.44,1.13
5/23/2021,Jawa Tengah,367,21,254,92,194369,9221,176480,8668,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,10.09,5345.08,0.58,253.57,25.36,4.74%,90.80%,0.71,0.66
3/20/2021,Jawa Barat,934,8,1832,-906,241201,3078,208951,29172,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,20.68,5340.88,0.18,68.16,6.82,1.28%,86.63%,0.65,0.62
5/22/2021,Jawa Tengah,514,32,117,365,194002,9200,176226,8576,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,14.13,5334.99,0.88,253,25.3,4.74%,90.84%,0.76,0.73
6/30/2021,Banten,486,17,74,395,57124,1395,49726,6003,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,45.33,5327.55,1.59,130.1,13.01,2.44%,87.05%,0.93,1.89
5/21/2021,Jawa Tengah,672,44,159,469,193488,9168,176109,8211,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,18.48,5320.86,1.21,252.12,25.21,4.74%,91.02%,1.17,0.65
3/19/2021,Jawa Barat,1448,13,1173,262,240267,3070,207119,30078,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,32.06,5320.19,0.29,67.98,6.8,1.28%,86.20%,1.03,1.63
5/20/2021,Jawa Tengah,576,68,422,86,192816,9124,175950,7742,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,15.84,5302.38,1.87,250.91,25.09,4.73%,91.25%,1.39,1.28
9/16/2020,DKI Jakarta,1294,31,1146,117,57467,1493,44529,11445,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,119.31,5298.38,2.86,137.65,13.77,2.60%,77.49%,1.2,0.94
1/23/2021,Daerah Istimewa Yogyakarta,473,8,117,348,19209,430,12547,6232,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,130.27,5290.26,2.2,118.42,11.84,2.24%,65.32%,0.99,1.6
3/18/2021,Jawa Barat,1407,8,1402,-3,238819,3057,205946,29816,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,31.15,5288.13,0.18,67.69,6.77,1.28%,86.24%,0.98,0.67
5/19/2021,Jawa Tengah,415,53,182,180,192240,9056,175528,7656,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,11.41,5286.54,1.46,249.04,24.9,4.71%,91.31%,0.72,3.31
6/29/2021,Banten,521,9,201,311,56638,1378,49652,5608,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,48.59,5282.23,0.84,128.52,12.85,2.43%,87.67%,1.05,1.29
5/18/2021,Jawa Tengah,575,16,631,-72,191825,9003,175346,7476,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,15.81,5275.12,0.44,247.58,24.76,4.69%,91.41%,0.83,0.37
5/17/2021,Jawa Tengah,689,43,899,-253,191250,8987,174715,7548,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,18.95,5259.31,1.18,247.14,24.71,4.70%,91.35%,1.97,2.69
3/17/2021,Jawa Barat,1436,12,2052,-628,237412,3049,204544,29819,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,31.8,5256.98,0.27,67.51,6.75,1.28%,86.16%,0.9,0.57
5/16/2021,Jawa Tengah,349,16,392,-59,190561,8944,173816,7801,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,9.6,5240.36,0.44,245.96,24.6,4.69%,91.21%,1.39,0.46
6/28/2021,Banten,494,7,195,292,56117,1369,49451,5297,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,46.07,5233.64,0.65,127.68,12.77,2.44%,88.12%,0.71,0.37
5/15/2021,Jawa Tengah,251,35,425,-209,190212,8928,173424,7860,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,6.9,5230.77,0.96,245.52,24.55,4.69%,91.17%,1.52,1.67
3/16/2021,Jawa Barat,1597,21,2289,-713,235976,3037,202492,30447,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,35.36,5225.18,0.46,67.25,6.72,1.29%,85.81%,1.47,0.91
5/14/2021,Jawa Tengah,165,21,442,-298,189961,8893,172999,8069,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,4.54,5223.86,0.58,244.55,24.46,4.68%,91.07%,0.34,10.5
5/13/2021,Jawa Tengah,480,2,1143,-665,189796,8872,172557,8367,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,13.2,5219.33,0.05,243.98,24.4,4.67%,90.92%,4.14,0.08
5/12/2021,Jawa Tengah,116,24,289,-197,189316,8870,171414,9032,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,3.19,5206.13,0.66,243.92,24.39,4.69%,90.54%,0.21,0.3
5/11/2021,Jawa Tengah,546,80,773,-307,189200,8846,171125,9229,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,15.01,5202.94,2.2,243.26,24.33,4.68%,90.45%,0.64,1.05
7/14/2021,Jawa Timur,7090,238,1834,5018,210466,14969,169980,25517,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,175.15,5199.38,5.88,369.8,36.98,7.11%,80.76%,1.13,1.31
3/15/2021,Jawa Barat,1084,23,1694,-633,234379,3016,200203,31160,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,24,5189.82,0.51,66.78,6.68,1.29%,85.42%,0.91,2.56
5/10/2021,Jawa Tengah,857,76,739,42,188654,8766,170352,9536,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,23.57,5187.92,2.09,241.06,24.11,4.65%,90.30%,6.17,1.85
