Date,Location,NewCases,NewDeaths,NewRecovered,NewActiveCases,TotalCases,TotalDeaths,TotalRecovered,TotalActiveCases,Country,Continent,Island,TimeZone,SpecialStatus,TotalRegencies,TotalCities,TotalDistricts,TotalUrbanVillages,TotalRuralVillages,Area(km2),Population,PopulationDensity,Longitude,Latitude,NewCasesperMillion,TotalCasesperMillion,NewDeathsperMillion,TotalDeathsperMillion,TotalDeathsper100rb,CaseFatalityRate,CaseRecoveredRate,GrowthFactorofNewCases,GrowthFactorofNewDeaths
8/14/2021,DKI Jakarta,1363,29,1213,121,839264,13033,816800,9431,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,125.67,77379.01,2.67,1201.63,120.16,1.55%,97.32%,1.13,0.43
8/13/2021,DKI Jakarta,1210,68,1569,-427,837901,13004,815587,9310,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,111.56,77253.35,6.27,1198.95,119.9,1.55%,97.34%,1.12,1.62
8/12/2021,DKI Jakarta,1080,42,2471,-1433,836691,12936,814018,9737,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,99.57,77141.79,3.87,1192.68,119.27,1.55%,97.29%,0.55,1
8/11/2021,DKI Jakarta,1957,42,1334,581,835611,12894,811547,11170,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,180.43,77042.21,3.87,1188.81,118.88,1.54%,97.12%,1.37,1.05
8/10/2021,DKI Jakarta,1426,40,1174,212,833654,12852,810213,10589,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,131.48,76861.78,3.69,1184.94,118.49,1.54%,97.19%,1.96,2.86
8/9/2021,DKI Jakarta,727,14,1009,-296,832228,12812,809039,10377,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,67.03,76730.3,1.29,1181.25,118.12,1.54%,97.21%,0.44,0.7
8/8/2021,DKI Jakarta,1649,20,1199,430,831501,12798,808030,10673,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,152.04,76663.28,1.84,1179.96,118,1.54%,97.18%,0.82,0.29
8/7/2021,DKI Jakarta,2008,68,4556,-2616,829852,12778,806831,10243,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,185.13,76511.24,6.27,1178.11,117.81,1.54%,97.23%,0.92,1.28
8/6/2021,DKI Jakarta,2185,53,3206,-1074,827844,12710,802275,12859,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,201.45,76326.1,4.89,1171.84,117.18,1.54%,96.91%,0.95,0.42
8/5/2021,DKI Jakarta,2312,126,2759,-573,825659,12657,799069,13933,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,213.16,76124.65,11.62,1166.96,116.7,1.53%,96.78%,0.78,2
8/4/2021,DKI Jakarta,2981,63,2470,448,823347,12531,796310,14506,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,274.84,75911.49,5.81,1155.34,115.53,1.52%,96.72%,1.86,0.9
8/3/2021,DKI Jakarta,1601,70,2506,-975,820366,12468,793840,14058,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,147.61,75636.64,6.45,1149.53,114.95,1.52%,96.77%,1.14,0.45
8/2/2021,DKI Jakarta,1410,154,2161,-905,818765,12398,791334,15033,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,130,75489.03,14.2,1143.08,114.31,1.51%,96.65%,0.52,2.17
8/1/2021,DKI Jakarta,2701,71,4595,-1965,817355,12244,789173,15938,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,249.03,75359.03,6.55,1128.88,112.89,1.50%,96.55%,0.81,0.28
7/31/2021,DKI Jakarta,3328,251,4961,-1884,814654,12173,784578,17903,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,306.84,75110,23.14,1122.33,112.23,1.49%,96.31%,0.96,5.84
7/30/2021,DKI Jakarta,3454,43,11146,-7735,811326,11922,779617,19787,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,318.45,74803.17,3.96,1099.19,109.92,1.47%,96.09%,0.9,1.59
7/29/2021,DKI Jakarta,3845,27,11422,-7604,807872,11879,768471,27522,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,354.5,74484.71,2.49,1095.23,109.52,1.47%,95.12%,0.7,0.39
7/28/2021,DKI Jakarta,5525,69,10936,-5480,804027,11852,757049,35126,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,509.4,74130.21,6.36,1092.74,109.27,1.47%,94.16%,1.55,0.38
7/27/2021,DKI Jakarta,3567,184,14849,-11466,798502,11783,746113,40606,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,328.87,73620.81,16.96,1086.38,108.64,1.48%,93.44%,1.34,1.15
7/26/2021,DKI Jakarta,2662,160,14652,-12150,794935,11599,731264,52072,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,245.43,73291.94,14.75,1069.41,106.94,1.46%,91.99%,0.49,1.02
7/25/2021,DKI Jakarta,5394,157,14225,-8988,792273,11439,716612,64222,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,497.32,73046.51,14.48,1054.66,105.47,1.44%,90.45%,0.65,1.04
7/24/2021,DKI Jakarta,8359,151,14528,-6320,786879,11282,702387,73210,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,770.69,72549.19,13.92,1040.19,104.02,1.43%,89.26%,1.04,0.96
7/23/2021,DKI Jakarta,8033,157,14510,-6634,778520,11131,687859,79530,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,740.63,71778.5,14.48,1026.26,102.63,1.43%,88.35%,1.14,0.81
7/22/2021,DKI Jakarta,7060,195,10631,-3766,770487,10974,673349,86164,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,650.92,71037.87,17.98,1011.79,101.18,1.42%,87.39%,1.2,2.05
7/21/2021,DKI Jakarta,5904,95,10545,-4736,763427,10779,662718,89930,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,544.34,70386.94,8.76,993.81,99.38,1.41%,86.81%,0.95,0.35
7/20/2021,DKI Jakarta,6213,268,12066,-6121,757523,10684,652173,94666,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,572.83,69842.6,24.71,985.05,98.51,1.41%,86.09%,1.24,1.07
7/19/2021,DKI Jakarta,5000,250,12659,-7909,751310,10416,640107,100787,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,460.99,69269.77,23.05,960.34,96.03,1.39%,85.20%,0.55,1.58
7/18/2021,DKI Jakarta,9129,158,11852,-2881,746310,10166,627448,108696,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,841.68,68808.78,14.57,937.29,93.73,1.36%,84.07%,0.9,2.36
7/17/2021,DKI Jakarta,10168,67,11610,-1509,737181,10008,615596,111577,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,937.48,67967.1,6.18,922.72,92.27,1.36%,83.51%,0.82,0.51
7/16/2021,DKI Jakarta,12416,132,8448,3836,727013,9941,603986,113086,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,1144.74,67029.62,12.17,916.55,91.65,1.37%,83.08%,0.98,0.94
7/15/2021,DKI Jakarta,12691,141,3034,9516,714597,9809,595538,109250,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,1170.09,65884.88,13,904.38,90.44,1.37%,83.34%,1,2.24
7/14/2021,DKI Jakarta,12669,63,3069,9537,701906,9668,592504,99734,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,1168.06,64714.79,5.81,891.38,89.14,1.38%,84.41%,1.04,0.93
7/13/2021,DKI Jakarta,12183,68,4571,7544,689237,9605,589435,90197,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,1123.26,63546.73,6.27,885.57,88.56,1.39%,85.52%,0.83,0.51
7/12/2021,DKI Jakarta,14622,134,20477,-5989,677054,9537,584864,82653,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,1348.13,62423.47,12.35,879.3,87.93,1.41%,86.38%,1.11,2.91
7/11/2021,DKI Jakarta,13133,46,20602,-7515,662432,9403,564387,88642,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,1210.84,61075.34,4.24,866.94,86.69,1.42%,85.20%,1.02,0.53
7/10/2021,DKI Jakarta,12920,87,16839,-4006,649299,9357,543785,96157,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,1191.21,59864.5,8.02,862.7,86.27,1.44%,83.75%,0.99,0.63
7/9/2021,DKI Jakarta,13111,138,15029,-2056,636379,9270,526946,100163,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,1208.82,58673.29,12.72,854.68,85.47,1.46%,82.80%,1.01,1.01
7/8/2021,DKI Jakarta,12974,136,10854,1984,623268,9132,511917,102219,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,1196.19,57464.47,12.54,841.96,84.2,1.47%,82.13%,1.39,0.96
7/7/2021,DKI Jakarta,9365,142,3655,5568,610294,8996,501063,100235,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,863.44,56268.29,13.09,829.42,82.94,1.47%,82.10%,0.99,1.04
7/6/2021,DKI Jakarta,9439,137,6100,3202,600929,8854,497408,94667,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,870.26,55404.85,12.63,816.33,81.63,1.47%,82.77%,0.87,1.14
7/5/2021,DKI Jakarta,10902,120,6596,4186,591490,8717,491308,91465,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,1005.15,54534.58,11.06,803.7,80.37,1.47%,83.06%,1.04,1.82
7/4/2021,DKI Jakarta,10485,66,5816,4603,580588,8597,484712,87279,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,966.7,53529.43,6.09,792.63,79.26,1.48%,83.49%,1.08,4.13
7/3/2021,DKI Jakarta,9701,16,5681,4004,570103,8531,478896,82676,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,894.42,52562.73,1.48,786.55,78.65,1.50%,84.00%,1.03,0.23
7/2/2021,DKI Jakarta,9399,70,5013,4316,560402,8515,473215,78672,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,866.58,51668.31,6.45,785.07,78.51,1.52%,84.44%,1.25,1.52
7/1/2021,DKI Jakarta,7541,46,3527,3968,551003,8445,468202,74356,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,695.27,50801.74,4.24,778.62,77.86,1.53%,84.97%,0.98,0.65
6/30/2021,DKI Jakarta,7680,71,3522,4087,543462,8399,464675,70388,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,708.09,50106.47,6.55,774.38,77.44,1.55%,85.50%,1.04,0.89
6/29/2021,DKI Jakarta,7379,80,3505,3794,535782,8328,461153,66301,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,680.33,49398.38,7.38,767.83,76.78,1.55%,86.07%,0.88,1
6/28/2021,DKI Jakarta,8348,80,3414,4854,528403,8248,457648,62507,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,769.67,48718.05,7.38,760.45,76.05,1.56%,86.61%,0.89,1.57
6/27/2021,DKI Jakarta,9393,51,3505,5837,520055,8168,454234,57653,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,866.02,47948.37,4.7,753.08,75.31,1.57%,87.34%,1.01,1
6/26/2021,DKI Jakarta,9271,51,2724,6496,510662,8117,450729,51816,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,854.77,47082.35,4.7,748.38,74.84,1.59%,88.26%,1.34,0.74
6/25/2021,DKI Jakarta,6934,69,2571,4294,501391,8066,448005,45320,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,639.31,46227.58,6.36,743.67,74.37,1.61%,89.35%,0.92,1.41
6/24/2021,DKI Jakarta,7505,49,2438,5018,494457,7997,445434,41026,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,691.95,45588.27,4.52,737.31,73.73,1.62%,90.09%,1.6,1.04
6/23/2021,DKI Jakarta,4693,47,1190,3456,486952,7948,442996,36008,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,432.69,44896.32,4.33,732.79,73.28,1.63%,90.97%,1.46,0.8
6/22/2021,DKI Jakarta,3220,59,3481,-320,482259,7901,441806,32552,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,296.88,44463.63,5.44,728.46,72.85,1.64%,91.61%,0.64,0.8
6/21/2021,DKI Jakarta,5014,74,2835,2105,479039,7842,438325,32872,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,462.28,44166.75,6.82,723.02,72.3,1.64%,91.50%,0.9,1.07
6/20/2021,DKI Jakarta,5582,69,2457,3056,474025,7768,435490,30767,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,514.65,43704.47,6.36,716.2,71.62,1.64%,91.87%,1.14,1.15
6/19/2021,DKI Jakarta,4894,60,2441,2393,468443,7699,433033,27711,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,451.22,43189.82,5.53,709.84,70.98,1.64%,92.44%,1.03,0.91
6/18/2021,DKI Jakarta,4737,66,2110,2561,463549,7639,430592,25318,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,436.75,42738.6,6.09,704.31,70.43,1.65%,92.89%,1.14,1.32
6/17/2021,DKI Jakarta,4144,50,1877,2217,458812,7573,428482,22757,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,382.07,42301.85,4.61,698.22,69.82,1.65%,93.39%,1.74,1.47
6/16/2021,DKI Jakarta,2376,34,1276,1066,454668,7523,426605,20540,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,219.06,41919.78,3.13,693.61,69.36,1.65%,93.83%,1.58,1.7
6/15/2021,DKI Jakarta,1502,20,1194,288,452292,7489,425329,19474,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,138.48,41700.71,1.84,690.48,69.05,1.66%,94.04%,0.55,0.51
6/14/2021,DKI Jakarta,2722,39,1034,1649,450790,7469,424135,19186,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,250.96,41562.23,3.6,688.63,68.86,1.66%,94.09%,0.98,2.05
6/13/2021,DKI Jakarta,2769,19,935,1815,448068,7430,423101,17537,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,255.3,41311.27,1.75,685.04,68.5,1.66%,94.43%,1.13,1
6/12/2021,DKI Jakarta,2455,19,746,1690,445299,7411,422166,15722,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,226.35,41055.97,1.75,683.28,68.33,1.66%,94.81%,1.07,0.9
6/11/2021,DKI Jakarta,2293,21,1182,1090,442844,7392,421420,14032,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,211.41,40829.62,1.94,681.53,68.15,1.67%,95.16%,1.1,0.84
6/10/2021,DKI Jakarta,2091,25,1105,961,440551,7371,420238,12942,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,192.79,40618.21,2.3,679.6,67.96,1.67%,95.39%,1.52,1.79
6/9/2021,DKI Jakarta,1376,14,1112,250,438460,7346,419133,11981,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,126.87,40425.42,1.29,677.29,67.73,1.68%,95.59%,1.82,0.7
6/8/2021,DKI Jakarta,755,20,948,-213,437084,7332,418021,11731,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,69.61,40298.56,1.84,676,67.6,1.68%,95.64%,0.63,1
6/7/2021,DKI Jakarta,1197,20,874,303,436329,7312,417073,11944,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,110.36,40228.95,1.84,674.16,67.42,1.68%,95.59%,1.17,1
6/6/2021,DKI Jakarta,1019,20,884,115,435132,7292,416199,11641,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,93.95,40118.59,1.84,672.31,67.23,1.68%,95.65%,0.77,0.91
6/5/2021,DKI Jakarta,1317,22,828,467,434113,7272,415315,11526,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,121.43,40024.64,2.03,670.47,67.05,1.68%,95.67%,1.45,1.1
6/4/2021,DKI Jakarta,906,20,814,72,432796,7250,414487,11059,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,83.53,39903.21,1.84,668.44,66.84,1.68%,95.77%,1.27,0.95
6/3/2021,DKI Jakarta,715,21,501,193,431890,7230,413673,10987,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,65.92,39819.68,1.94,666.6,66.66,1.67%,95.78%,1.19,1.05
6/2/2021,DKI Jakarta,602,20,587,-5,431175,7209,413172,10794,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,55.5,39753.76,1.84,664.66,66.47,1.67%,95.82%,1.16,1.82
6/1/2021,DKI Jakarta,519,11,509,-1,430573,7189,412585,10799,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,47.85,39698.25,1.01,662.82,66.28,1.67%,95.82%,0.71,0.58
5/31/2021,DKI Jakarta,726,19,581,126,430054,7178,412076,10800,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,66.94,39650.4,1.75,661.8,66.18,1.67%,95.82%,0.68,1.46
5/30/2021,DKI Jakarta,1064,13,1004,47,429328,7159,411495,10674,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,98.1,39583.46,1.2,660.05,66.01,1.67%,95.85%,1.18,1.08
5/29/2021,DKI Jakarta,898,12,998,-112,428264,7146,410491,10627,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,82.79,39485.37,1.11,658.85,65.89,1.67%,95.85%,1.49,0.63
5/28/2021,DKI Jakarta,602,19,908,-325,427366,7134,409493,10739,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,55.5,39402.57,1.75,657.75,65.77,1.67%,95.82%,0.64,1.06
5/27/2021,DKI Jakarta,940,18,586,336,426764,7115,408585,11064,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,86.67,39347.07,1.66,655.99,65.6,1.67%,95.74%,1.52,1.64
5/26/2021,DKI Jakarta,617,11,516,90,425824,7097,407999,10728,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,56.89,39260.4,1.01,654.33,65.43,1.67%,95.81%,1.61,0.79
5/25/2021,DKI Jakarta,384,14,506,-136,425207,7086,407483,10638,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,35.4,39203.51,1.29,653.32,65.33,1.67%,95.83%,0.47,1.4
5/24/2021,DKI Jakarta,819,10,302,507,424823,7072,406977,10774,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,75.51,39168.11,0.92,652.03,65.2,1.66%,95.80%,0.94,0.83
5/23/2021,DKI Jakarta,867,12,340,515,424004,7062,406675,10267,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,79.94,39092.6,1.11,651.11,65.11,1.67%,95.91%,0.93,1
5/22/2021,DKI Jakarta,932,12,397,523,423137,7050,406335,9752,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,85.93,39012.66,1.11,650,65,1.67%,96.03%,1.09,0.75
5/21/2021,DKI Jakarta,856,16,100,740,422205,7038,405938,9229,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,78.92,38926.73,1.48,648.89,64.89,1.67%,96.15%,0.96,0.8
5/20/2021,DKI Jakarta,895,20,96,779,421349,7022,405838,8489,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,82.52,38847.81,1.84,647.42,64.74,1.67%,96.32%,1.46,1.05
5/19/2021,DKI Jakarta,611,19,197,395,420454,7002,405742,7710,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,56.33,38765.29,1.75,645.57,64.56,1.67%,96.50%,2.79,1.27
5/18/2021,DKI Jakarta,219,15,194,10,419843,6983,405545,7315,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,20.19,38708.96,1.38,643.82,64.38,1.66%,96.59%,0.52,0.6
5/17/2021,DKI Jakarta,421,25,0,396,419624,6968,405351,7305,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,38.82,38688.77,2.3,642.44,64.24,1.66%,96.60%,2.61,1.39
5/16/2021,DKI Jakarta,161,18,592,-449,419203,6943,405351,6909,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,14.84,38649.95,1.66,640.14,64.01,1.66%,96.70%,0.71,1.2
