Date,LocationISOCode,Location,NewCases,NewDeaths,NewRecovered,NewActiveCases,TotalCases,TotalDeaths,TotalRecovered,TotalActiveCases,LocationLevel,CityorRegency,Province,Country,Continent,Island,TimeZone,SpecialStatus,TotalRegencies,TotalCities,TotalDistricts,TotalUrbanVillages,TotalRuralVillages,Area(km2),Population,PopulationDensity,Longitude,Latitude,NewCasesperMillion,TotalCasesperMillion,NewDeathsperMillion,TotalDeathsperMillion,TotalDeathsper100rb,CaseFatalityRate,CaseRecoveredRate,GrowthFactorofNewCases,GrowthFactorofNewDeaths
1/5/2021,ID-SS,Sumatera Selatan,66,2,56,8,12118,607,9721,1790,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,8.03,1474.65,0.24,73.87,7.39,0.05,0.80,1.22,
6/15/2021,ID-LA,Lampung,109,3,62,44,19701,987,16585,2129,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,11.98,2165.99,0.33,108.51,10.85,0.05,0.84,0.85,0.75
7/3/2021,ID-LA,Lampung,286,0,70,216,22449,1125,18825,2499,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,31.44,2468.12,0,123.69,12.37,0.05,0.84,1,0
6/30/2021,ID-SS,Sumatera Selatan,223,3,63,157,28763,1440,25621,1702,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,27.14,3500.19,0.37,175.23,17.52,0.05,0.89,1.36,0.43
7/2/2021,ID-SS,Sumatera Selatan,243,9,110,124,29235,1466,25817,1952,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,29.57,3557.63,1.1,178.4,17.84,0.05,0.88,1.06,0.53
9/23/2021,ID-AC,Aceh,70,23,167,-120,37310,1868,32082,3360,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,13.34,7110.38,4.38,356,35.6,0.05,0.86,0.57,1.64
7/3/2021,ID-SS,Sumatera Selatan,246,7,136,103,29481,1473,25953,2055,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,29.94,3587.57,0.85,179.25,17.93,0.05,0.88,1.01,0.78
7/4/2021,ID-SS,Sumatera Selatan,244,14,317,-87,29725,1487,26270,1968,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,29.69,3617.26,1.7,180.95,18.1,0.05,0.88,0.99,2
7/5/2021,ID-SS,Sumatera Selatan,172,8,132,32,29897,1495,26402,2000,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,20.93,3638.19,0.97,181.93,18.19,0.05,0.88,0.7,0.57
7/10/2021,ID-SS,Sumatera Selatan,423,38,234,151,31570,1580,27296,2694,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,51.48,3841.78,4.62,192.27,19.23,0.05,0.86,1.24,6.33
9/1/2021,ID-SS,Sumatera Selatan,87,18,150,-81,58056,2905,52982,2169,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,10.59,7064.88,2.19,353.51,35.35,0.05,0.91,0.85,2
1/6/2021,ID-SS,Sumatera Selatan,99,3,99,-3,12217,610,9820,1787,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,12.05,1486.7,0.37,74.23,7.42,0.05,0.80,1.5,1.5
1/7/2021,ID-SS,Sumatera Selatan,63,3,85,-25,12280,613,9905,1762,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,7.67,1494.36,0.37,74.6,7.46,0.05,0.81,0.64,1
7/6/2021,ID-SS,Sumatera Selatan,255,9,133,113,30152,1504,26535,2113,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,31.03,3669.22,1.1,183.02,18.3,0.05,0.88,1.48,1.13
7/8/2021,ID-SS,Sumatera Selatan,296,16,167,113,30806,1536,26841,2429,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,36.02,3748.81,1.95,186.92,18.69,0.05,0.87,0.83,1
7/29/2021,ID-JT,Jawa Tengah,4209,544,6003,-2338,375057,18713,294613,61731,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,115.75,10313.94,14.96,514.6,51.46,0.05,0.79,0.63,1.37
5/18/2021,ID-SS,Sumatera Selatan,68,11,188,-131,22488,1119,20358,1011,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,8.27,2736.58,1.34,136.17,13.62,0.05,0.91,0.64,2.2
7/7/2021,ID-SS,Sumatera Selatan,358,16,139,203,30510,1520,26674,2316,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,43.57,3712.78,1.95,184.97,18.5,0.05,0.87,1.4,1.78
7/11/2021,ID-SS,Sumatera Selatan,388,12,239,137,31958,1592,27535,2831,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,47.22,3888.99,1.46,193.73,19.37,0.05,0.86,0.92,0.32
8/31/2021,ID-SS,Sumatera Selatan,102,9,390,-297,57969,2887,52832,2250,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,12.41,7054.29,1.1,351.32,35.13,0.05,0.91,1.79,1
7/4/2021,ID-LA,Lampung,281,4,129,148,22730,1129,18954,2647,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,30.89,2499.01,0.44,124.13,12.41,0.05,0.83,0.98,
8/30/2021,ID-SS,Sumatera Selatan,57,9,507,-459,57867,2878,52442,2547,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,6.94,7041.88,1.1,350.23,35.02,0.05,0.91,0.66,0.41
7/27/2021,ID-LA,Lampung,581,255,491,-165,32315,1604,22283,8428,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,63.88,3552.82,28.04,176.35,17.63,0.05,0.69,1.29,15.94
7/12/2021,ID-SS,Sumatera Selatan,472,17,311,144,32430,1609,27846,2975,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,57.44,3946.43,2.07,195.8,19.58,0.05,0.86,1.22,1.42
8/29/2021,ID-SS,Sumatera Selatan,87,22,356,-291,57810,2869,51935,3006,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,10.59,7034.94,2.68,349.13,34.91,0.05,0.90,0.76,3.14
1/8/2021,ID-SS,Sumatera Selatan,102,0,40,62,12382,613,9945,1824,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,12.41,1506.77,0,74.6,7.46,0.05,0.80,1.62,0
7/9/2021,ID-SS,Sumatera Selatan,341,6,221,114,31147,1542,27062,2543,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,41.5,3790.3,0.73,187.65,18.76,0.05,0.87,1.15,0.38
9/22/2021,ID-AC,Aceh,122,14,833,-725,37240,1845,31915,3480,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,23.25,7097.04,2.67,351.61,35.16,0.05,0.86,0.74,0.88
1/10/2021,ID-SS,Sumatera Selatan,51,5,66,-20,12522,619,10089,1814,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,6.21,1523.81,0.61,75.33,7.53,0.05,0.81,0.57,5
1/11/2021,ID-SS,Sumatera Selatan,48,2,57,-11,12570,621,10146,1803,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,5.84,1529.65,0.24,75.57,7.56,0.05,0.81,0.94,0.4
5/16/2021,ID-SS,Sumatera Selatan,77,9,224,-156,22314,1103,19950,1261,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,9.37,2715.41,1.1,134.22,13.42,0.05,0.89,1.04,2.25
5/17/2021,ID-SS,Sumatera Selatan,106,5,220,-119,22420,1108,20170,1142,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,12.9,2728.31,0.61,134.83,13.48,0.05,0.90,1.38,0.56
1/7/2021,ID-LA,Lampung,92,13,53,26,6875,339,4874,1662,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,10.11,755.86,1.43,37.27,3.73,0.05,0.71,1.06,0.39
5/11/2021,ID-SS,Sumatera Selatan,100,8,122,-30,21871,1078,19534,1259,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,12.17,2661.5,0.97,131.18,13.12,0.05,0.89,0.76,1.14
8/27/2021,ID-SS,Sumatera Selatan,156,19,524,-387,57608,2840,51252,3516,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,18.98,7010.36,2.31,345.6,34.56,0.05,0.89,0.74,0.9
8/28/2021,ID-SS,Sumatera Selatan,115,7,327,-219,57723,2847,51579,3297,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,13.99,7024.36,0.85,346.45,34.65,0.05,0.89,0.74,0.37
9/21/2021,ID-AC,Aceh,164,16,557,-409,37118,1831,31082,4205,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,31.25,7073.79,3.05,348.94,34.89,0.05,0.84,2.56,0.7
1/9/2021,ID-SS,Sumatera Selatan,89,1,78,10,12471,614,10023,1834,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,10.83,1517.61,0.12,74.72,7.47,0.05,0.80,0.87,
1/12/2021,ID-SS,Sumatera Selatan,74,1,46,27,12644,622,10192,1830,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,9.01,1538.66,0.12,75.69,7.57,0.05,0.81,1.54,0.5
7/5/2021,ID-LA,Lampung,306,4,52,250,23036,1133,19006,2897,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,33.64,2532.66,0.44,124.57,12.46,0.05,0.83,1.09,1
5/8/2021,ID-SS,Sumatera Selatan,150,13,298,-161,21500,1058,19137,1305,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,18.25,2616.35,1.58,128.75,12.87,0.05,0.89,1.06,3.25
5/12/2021,ID-SS,Sumatera Selatan,126,5,75,46,21997,1083,19609,1305,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,15.33,2676.83,0.61,131.79,13.18,0.05,0.89,1.26,0.63
5/14/2021,ID-SS,Sumatera Selatan,67,6,47,14,22163,1090,19693,1380,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,8.15,2697.03,0.73,132.64,13.26,0.05,0.89,0.68,6
5/15/2021,ID-SS,Sumatera Selatan,74,4,33,37,22237,1094,19726,1417,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,9.01,2706.04,0.49,133.13,13.31,0.05,0.89,1.1,0.67
5/5/2021,ID-SS,Sumatera Selatan,129,10,51,68,21078,1034,18600,1444,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,15.7,2565,1.22,125.83,12.58,0.05,0.88,1.16,1
5/6/2021,ID-SS,Sumatera Selatan,130,7,127,-4,21208,1041,18727,1440,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,15.82,2580.82,0.85,126.68,12.67,0.05,0.88,1.01,0.7
5/9/2021,ID-SS,Sumatera Selatan,140,5,126,9,21640,1063,19263,1314,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,17.04,2633.39,0.61,129.36,12.94,0.05,0.89,0.93,0.38
5/10/2021,ID-SS,Sumatera Selatan,131,7,149,-25,21771,1070,19412,1289,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,15.94,2649.33,0.85,130.21,13.02,0.05,0.89,0.94,1.4
5/13/2021,ID-SS,Sumatera Selatan,99,1,37,61,22096,1084,19646,1366,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,12.05,2688.88,0.12,131.91,13.19,0.05,0.89,0.79,0.2
8/26/2021,ID-SS,Sumatera Selatan,210,21,738,-549,57452,2821,50728,3903,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,25.56,6991.38,2.56,343.29,34.33,0.05,0.88,1.26,1.11
9/20/2021,ID-AC,Aceh,64,23,267,-226,36954,1815,30525,4614,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,12.2,7042.54,4.38,345.9,34.59,0.05,0.83,0.58,1.92
1/13/2021,ID-SS,Sumatera Selatan,80,2,76,2,12724,624,10268,1832,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,9.74,1548.39,0.24,75.94,7.59,0.05,0.81,1.08,2
1/18/2021,ID-SS,Sumatera Selatan,54,5,60,-11,13122,643,10566,1913,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,6.57,1596.83,0.61,78.25,7.82,0.05,0.81,0.71,1
7/28/2021,ID-JT,Jawa Tengah,6660,398,4467,1795,370848,18169,288610,64069,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,183.15,10198.2,10.94,499.64,49.96,0.05,0.78,1.31,0.97
5/4/2021,ID-SS,Sumatera Selatan,111,10,166,-65,20949,1024,18549,1376,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,13.51,2549.3,1.22,124.61,12.46,0.05,0.89,0.98,1.11
7/6/2021,ID-LA,Lampung,266,6,41,219,23302,1139,19047,3116,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,29.24,2561.9,0.66,125.23,12.52,0.05,0.82,0.87,1.5
5/7/2021,ID-SS,Sumatera Selatan,142,4,112,26,21350,1045,18839,1466,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,17.28,2598.1,0.49,127.17,12.72,0.05,0.88,1.09,0.57
8/25/2021,ID-SS,Sumatera Selatan,167,19,395,-247,57242,2800,49990,4452,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,20.32,6965.82,2.31,340.73,34.07,0.05,0.87,0.61,0.83
1/9/2021,ID-LA,Lampung,119,6,22,91,7116,347,4943,1826,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,13.08,782.36,0.66,38.15,3.82,0.05,0.69,0.98,3
1/12/2021,ID-LA,Lampung,193,13,53,127,7541,368,5141,2032,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,21.22,829.08,1.43,40.46,4.05,0.05,0.68,1.43,2.6
1/17/2021,ID-SS,Sumatera Selatan,76,5,57,14,13068,638,10506,1924,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,9.25,1590.25,0.61,77.64,7.76,0.05,0.80,0.97,1.25
1/19/2021,ID-SS,Sumatera Selatan,104,3,87,14,13226,646,10653,1927,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,12.66,1609.48,0.37,78.61,7.86,0.05,0.81,1.93,0.6
4/27/2021,ID-SS,Sumatera Selatan,93,10,49,34,20068,979,17715,1374,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,11.32,2442.09,1.22,119.14,11.91,0.05,0.88,0.94,1.11
7/27/2021,ID-JT,Jawa Tengah,5073,412,4623,38,364188,17771,284143,62274,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,139.51,10015.05,11.33,488.7,48.87,0.05,0.78,1.27,1.4
1/8/2021,ID-LA,Lampung,122,2,47,73,6997,341,4921,1735,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,13.41,769.27,0.22,37.49,3.75,0.05,0.70,1.33,0.15
1/14/2021,ID-SS,Sumatera Selatan,98,1,38,59,12822,625,10306,1891,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,11.93,1560.32,0.12,76.06,7.61,0.05,0.80,1.23,0.5
1/15/2021,ID-SS,Sumatera Selatan,92,4,60,28,12914,629,10366,1919,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,11.2,1571.51,0.49,76.54,7.65,0.05,0.80,0.94,4
1/16/2021,ID-SS,Sumatera Selatan,78,4,83,-9,12992,633,10449,1910,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,9.49,1581.01,0.49,77.03,7.7,0.05,0.80,0.85,1
5/3/2021,ID-SS,Sumatera Selatan,113,9,252,-148,20838,1014,18383,1441,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,13.75,2535.79,1.1,123.39,12.34,0.05,0.88,0.87,1.13
7/13/2021,ID-SS,Sumatera Selatan,778,8,170,600,33208,1617,28016,3575,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,94.68,4041.11,0.97,196.77,19.68,0.05,0.84,1.65,0.47
8/24/2021,ID-SS,Sumatera Selatan,273,23,523,-273,57075,2781,49595,4699,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,33.22,6945.5,2.8,338.42,33.84,0.05,0.87,0.99,1
1/21/2021,ID-SS,Sumatera Selatan,101,6,49,46,13437,653,10829,1955,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,12.29,1635.16,0.73,79.46,7.95,0.05,0.81,0.92,6
4/28/2021,ID-SS,Sumatera Selatan,137,2,97,38,20205,981,17812,1412,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,16.67,2458.76,0.24,119.38,11.94,0.05,0.88,1.47,0.2
4/29/2021,ID-SS,Sumatera Selatan,117,7,124,-14,20322,988,17936,1398,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,14.24,2473,0.85,120.23,12.02,0.05,0.88,0.85,3.5
8/23/2021,ID-SS,Sumatera Selatan,277,23,697,-443,56802,2758,49072,4972,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,33.71,6912.28,2.8,335.62,33.56,0.05,0.86,1.58,1.1
9/19/2021,ID-AC,Aceh,111,12,270,-171,36890,1792,30258,4840,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,21.15,7030.34,2.29,341.51,34.15,0.05,0.82,0.7,0.75
1/10/2021,ID-LA,Lampung,97,3,46,48,7213,350,4989,1874,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,10.66,793.02,0.33,38.48,3.85,0.05,0.69,0.82,0.5
1/20/2021,ID-SS,Sumatera Selatan,110,1,127,-18,13336,647,10780,1909,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,13.39,1622.87,0.12,78.73,7.87,0.05,0.81,1.06,0.33
4/26/2021,ID-SS,Sumatera Selatan,99,9,68,22,19975,969,17666,1340,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,12.05,2430.77,1.1,117.92,11.79,0.05,0.88,0.69,0.82
4/30/2021,ID-SS,Sumatera Selatan,126,4,77,45,20448,992,18013,1443,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,15.33,2488.33,0.49,120.72,12.07,0.05,0.88,1.08,0.57
5/2/2021,ID-SS,Sumatera Selatan,130,8,44,78,20725,1005,18131,1589,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,15.82,2522.04,0.97,122.3,12.23,0.05,0.87,0.88,1.6
1/22/2021,ID-SS,Sumatera Selatan,71,1,27,43,13508,654,10856,1998,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,8.64,1643.8,0.12,79.59,7.96,0.05,0.80,0.7,0.17
5/1/2021,ID-SS,Sumatera Selatan,147,5,74,68,20595,997,18087,1511,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,17.89,2506.22,0.61,121.33,12.13,0.05,0.88,1.17,1.25
8/22/2021,ID-SS,Sumatera Selatan,175,21,878,-724,56525,2735,48375,5415,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,21.3,6878.57,2.56,332.82,33.28,0.05,0.86,0.74,1.31
9/18/2021,ID-AC,Aceh,159,16,376,-233,36779,1780,29988,5011,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,30.3,7009.19,3.05,339.22,33.92,0.05,0.82,0.99,1.14
1/11/2021,ID-LA,Lampung,135,5,99,31,7348,355,5088,1905,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,14.84,807.86,0.55,39.03,3.9,0.05,0.69,1.39,1.67
4/25/2021,ID-SS,Sumatera Selatan,144,11,116,17,19876,960,17598,1318,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,17.52,2418.73,1.34,116.82,11.68,0.05,0.89,1.15,3.67
7/7/2021,ID-LA,Lampung,320,1,16,303,23622,1140,19063,3419,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,35.18,2597.08,0.11,125.34,12.53,0.05,0.81,1.2,0.17
7/26/2021,ID-JT,Jawa Tengah,3985,295,4702,-1012,359115,17359,279520,62236,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,109.59,9875.54,8.11,477.37,47.74,0.05,0.78,0.7,1.12
1/23/2021,ID-SS,Sumatera Selatan,91,2,43,46,13599,656,10899,2044,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,11.07,1654.87,0.24,79.83,7.98,0.05,0.80,1.28,2
