Date,LocationISOCode,Location,NewCases,NewDeaths,NewRecovered,NewActiveCases,TotalCases,TotalDeaths,TotalRecovered,TotalActiveCases,LocationLevel,CityorRegency,Province,Country,Continent,Island,TimeZone,SpecialStatus,TotalRegencies,TotalCities,TotalDistricts,TotalUrbanVillages,TotalRuralVillages,Area(km2),Population,PopulationDensity,Longitude,Latitude,NewCasesperMillion,TotalCasesperMillion,NewDeathsperMillion,TotalDeathsperMillion,TotalDeathsper100rb,CaseFatalityRate,CaseRecoveredRate,GrowthFactorofNewCases,GrowthFactorofNewDeaths
7/15/2021,IDN,Indonesia,56757,982,19049,36726,2726803,70192,2176412,480199,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,214.03,10282.62,3.7,264.69,26.47,0.03,0.80,1.04,0.99
7/16/2021,IDN,Indonesia,54000,1205,28079,24716,2780803,71397,2204491,504915,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,203.63,10486.26,4.54,269.23,26.92,0.03,0.79,0.95,1.23
7/19/2021,IDN,Indonesia,34257,1338,32217,702,2911733,74920,2293875,542938,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,129.18,10979.98,5.05,282.52,28.25,0.03,0.79,0.77,1.22
5/20/2021,ID-YO,Daerah Istimewa Yogyakarta,269,10,225,34,42793,1099,39323,2371,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,74.08,11785.41,2.75,302.67,30.27,0.03,0.92,1.19,1
8/1/2021,ID-KT,Kalimantan Tengah,309,11,258,40,35055,900,29022,5133,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,120.22,13638.54,4.28,350.16,35.02,0.03,0.83,0.69,0.24
6/28/2021,ID-YO,Daerah Istimewa Yogyakarta,859,32,330,497,58718,1511,47791,9416,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,236.57,16171.24,8.81,416.14,41.61,0.03,0.81,1.03,1.68
6/29/2021,ID-YO,Daerah Istimewa Yogyakarta,850,18,390,442,59568,1529,48181,9858,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,234.09,16405.33,4.96,421.09,42.11,0.03,0.81,0.99,0.56
7/14/2021,ID-YO,Daerah Istimewa Yogyakarta,2350,66,1044,1240,83076,2135,58315,22626,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,647.2,22879.55,18.18,587.99,58.8,0.03,0.70,0.86,1.69
8/27/2021,ID-BB,Kepulauan Bangka Belitung,312,16,415,-119,46086,1184,40461,4441,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,226.13,33401.29,11.6,858.12,85.81,0.03,0.88,0.9,1.14
5/4/2021,ID-NT,Nusa Tenggara Timur,59,0,25,34,14756,378,12823,1555,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,10.9,2726.88,0,69.85,6.99,0.03,0.87,0.97,0
5/7/2021,ID-NT,Nusa Tenggara Timur,89,6,116,-33,15173,389,13133,1651,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,16.45,2803.94,1.11,71.89,7.19,0.03,0.87,0.33,2
5/11/2021,ID-NT,Nusa Tenggara Timur,125,1,167,-43,15487,396,13532,1559,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,23.1,2861.96,0.18,73.18,7.32,0.03,0.87,2.08,
5/12/2021,ID-NT,Nusa Tenggara Timur,9,1,1,7,15496,397,13533,1566,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,1.66,2863.63,0.18,73.36,7.34,0.03,0.87,0.07,1
6/4/2021,ID-NT,Nusa Tenggara Timur,233,3,271,-41,16595,425,15433,737,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,43.06,3066.72,0.55,78.54,7.85,0.03,0.93,7.06,3
6/7/2021,ID-NT,Nusa Tenggara Timur,177,2,181,-6,16871,432,15712,727,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,32.71,3117.72,0.37,79.83,7.98,0.03,0.93,2.53,0.67
6/25/2021,ID-NT,Nusa Tenggara Timur,172,0,54,118,17815,456,16261,1098,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,31.79,3292.17,0,84.27,8.43,0.03,0.91,1.65,0
3/1/2021,ID-ST,Sulawesi Tengah,74,0,34,40,10099,259,8257,1583,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,25.04,3416.94,0,87.63,8.76,0.03,0.82,6.17,0
3/3/2021,ID-ST,Sulawesi Tengah,66,1,88,-23,10199,261,8420,1518,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,22.33,3450.78,0.34,88.31,8.83,0.03,0.83,1.94,1
3/5/2021,ID-ST,Sulawesi Tengah,13,1,10,2,10289,263,8483,1543,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,4.4,3481.23,0.34,88.98,8.9,0.03,0.82,0.17,1
6/24/2021,ID-MU,Maluku Utara,121,1,0,120,4891,125,4481,285,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,92.52,3739.86,0.76,95.58,9.56,0.03,0.92,5.76,1
7/28/2021,ID-SU,Sumatera Utara,1588,23,535,1030,56091,1435,39318,15338,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,106.76,3770.85,1.55,96.47,9.65,0.03,0.70,1.13,1.28
4/26/2021,ID-BT,Banten,220,1,170,49,46874,1200,43760,1914,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,20.52,4371.61,0.09,111.92,11.19,0.03,0.93,2.75,0.5
4/30/2021,ID-BT,Banten,72,10,32,30,47343,1210,44174,1959,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,6.71,4415.35,0.93,112.85,11.28,0.03,0.93,0.65,
9/8/2021,ID-SU,Sumatera Utara,459,37,1347,-925,100317,2566,82091,15660,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,30.86,6744.05,2.49,172.51,17.25,0.03,0.82,1.02,0.95
9/12/2021,ID-SU,Sumatera Utara,281,14,527,-260,101753,2603,89594,9556,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,18.89,6840.59,0.94,174.99,17.5,0.03,0.88,0.75,1.08
9/7/2021,ID-SG,Sulawesi Tenggara,35,4,43,-12,19809,508,18508,793,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,13.28,7516.33,1.52,192.76,19.28,0.03,0.93,7,0.8
11/1/2021,ID-KB,Kalimantan Barat,5,0,24,-19,41132,1055,39999,78,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.92,7584.99,0,194.55,19.45,0.03,0.97,0.19,1
11/4/2021,ID-KB,Kalimantan Barat,8,0,19,-11,41171,1056,40057,58,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.48,7592.18,0,194.73,19.47,0.03,0.97,0.38,1
11/5/2021,ID-KB,Kalimantan Barat,9,0,15,-6,41180,1056,40072,52,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.66,7593.84,0,194.73,19.47,0.03,0.97,1.13,1
11/6/2021,ID-KB,Kalimantan Barat,10,0,16,-6,41190,1056,40088,46,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.84,7595.69,0,194.73,19.47,0.03,0.97,1.11,1
11/7/2021,ID-KB,Kalimantan Barat,7,0,12,-5,41197,1056,40100,41,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.29,7596.98,0,194.73,19.47,0.03,0.97,0.7,1
11/8/2021,ID-KB,Kalimantan Barat,5,0,13,-8,41202,1056,40113,33,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.92,7597.9,0,194.73,19.47,0.03,0.97,0.71,1
11/9/2021,ID-KB,Kalimantan Barat,12,0,14,-2,41214,1056,40127,31,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,2.21,7600.11,0,194.73,19.47,0.03,0.97,2.4,1
11/10/2021,ID-KB,Kalimantan Barat,7,0,9,-2,41221,1056,40136,29,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.29,7601.4,0,194.73,19.47,0.03,0.97,0.58,1
11/11/2021,ID-KB,Kalimantan Barat,24,0,10,14,41245,1056,40146,43,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,4.43,7605.83,0,194.73,19.47,0.03,0.97,3.43,1
11/12/2021,ID-KB,Kalimantan Barat,15,0,11,4,41260,1056,40157,47,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,2.77,7608.6,0,194.73,19.47,0.03,0.97,0.63,1
11/13/2021,ID-KB,Kalimantan Barat,12,0,15,-3,41272,1056,40172,44,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,2.21,7610.81,0,194.73,19.47,0.03,0.97,0.8,1
11/14/2021,ID-KB,Kalimantan Barat,26,1,12,13,41298,1057,40184,57,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,4.79,7615.6,0.18,194.92,19.49,0.03,0.97,2.17,
11/15/2021,ID-KB,Kalimantan Barat,18,0,11,7,41316,1057,40195,64,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,3.32,7618.92,0,194.92,19.49,0.03,0.97,0.69,0
11/16/2021,ID-KB,Kalimantan Barat,10,1,19,-10,41326,1058,40214,54,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.84,7620.77,0.18,195.1,19.51,0.03,0.97,0.56,
11/17/2021,ID-KB,Kalimantan Barat,17,0,13,4,41343,1058,40227,58,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,3.13,7623.9,0,195.1,19.51,0.03,0.97,1.7,0
11/18/2021,ID-KB,Kalimantan Barat,14,0,14,0,41357,1058,40241,58,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,2.58,7626.48,0,195.1,19.51,0.03,0.97,0.82,1
11/19/2021,ID-KB,Kalimantan Barat,38,0,16,22,41395,1058,40257,80,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,7.01,7633.49,0,195.1,19.51,0.03,0.97,2.71,1
11/20/2021,ID-KB,Kalimantan Barat,36,1,14,21,41431,1059,40271,101,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,6.64,7640.13,0.18,195.29,19.53,0.03,0.97,0.95,
11/21/2021,ID-KB,Kalimantan Barat,11,0,13,-2,41442,1059,40284,99,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,2.03,7642.16,0,195.29,19.53,0.03,0.97,0.31,0
11/22/2021,ID-KB,Kalimantan Barat,5,0,18,-13,41447,1059,40302,86,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.92,7643.08,0,195.29,19.53,0.03,0.97,0.45,1
9/9/2021,ID-JA,Jambi,70,1,118,-49,28917,741,26581,1595,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,20.04,8277.71,0.29,212.12,21.21,0.03,0.92,0.97,0.17
5/16/2021,ID-RI,Riau,355,6,567,-218,51674,1324,45594,4756,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,58.44,8507.27,0.99,217.97,21.8,0.03,0.88,2.43,0.5
7/17/2021,IDN,Indonesia,51952,1092,27903,22957,2832755,72489,2232394,527872,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,195.91,10682.16,4.12,273.35,27.34,0.03,0.79,0.96,0.91
7/18/2021,IDN,Indonesia,44721,1093,29264,14364,2877476,73582,2261658,542236,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,168.64,10850.8,4.12,277.47,27.75,0.03,0.79,0.86,1
5/19/2021,ID-YO,Daerah Istimewa Yogyakarta,227,10,190,27,42524,1089,39098,2337,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,62.52,11711.33,2.75,299.92,29.99,0.03,0.92,1.46,3.33
7/31/2021,ID-KT,Kalimantan Tengah,446,46,2192,-1792,34746,889,28764,5093,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,173.52,13518.32,17.9,345.88,34.59,0.03,0.83,1.81,0.46
8/2/2021,ID-KT,Kalimantan Tengah,285,5,311,-31,35340,905,29333,5102,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,110.88,13749.43,1.95,352.1,35.21,0.03,0.83,0.92,0.45
6/24/2021,ID-YO,Daerah Istimewa Yogyakarta,791,11,258,522,55463,1422,46643,7398,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,217.85,15274.79,3.03,391.63,39.16,0.03,0.84,1.14,0.65
6/25/2021,ID-YO,Daerah Istimewa Yogyakarta,783,16,277,490,56246,1438,46920,7888,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,215.64,15490.43,4.41,396.03,39.6,0.03,0.83,0.99,1.45
6/26/2021,ID-YO,Daerah Istimewa Yogyakarta,782,22,233,527,57028,1460,47153,8415,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,215.37,15705.8,6.06,402.09,40.21,0.03,0.83,1,1.38
6/27/2021,ID-YO,Daerah Istimewa Yogyakarta,831,19,308,504,57859,1479,47461,8919,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,228.86,15934.66,5.23,407.32,40.73,0.03,0.82,1.06,0.86
7/13/2021,ID-YO,Daerah Istimewa Yogyakarta,2731,39,842,1850,80726,2069,57271,21386,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,752.13,22232.35,10.74,569.81,56.98,0.03,0.71,1.58,0.83
2/21/2021,ID-ST,Sulawesi Tengah,23,3,71,-51,9597,245,7585,1767,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,7.78,3247.09,1.02,82.89,8.29,0.03,0.79,0.51,
4/25/2021,ID-BE,Bengkulu,114,0,51,63,6518,166,5660,692,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,57.01,3259.75,0,83.02,8.3,0.03,0.87,2.85,1
2/22/2021,ID-ST,Sulawesi Tengah,62,1,145,-84,9659,246,7730,1683,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,20.98,3268.07,0.34,83.23,8.32,0.03,0.80,2.7,0.33
6/27/2021,ID-NT,Nusa Tenggara Timur,114,3,18,93,18035,459,16279,1297,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,21.07,3332.83,0.55,84.82,8.48,0.03,0.90,1.08,
4/29/2021,ID-BE,Bengkulu,44,0,30,14,6739,172,5809,758,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,22.01,3370.28,0,86.02,8.6,0.03,0.86,0.68,1
2/26/2021,ID-ST,Sulawesi Tengah,85,4,31,50,9966,254,8155,1557,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,28.76,3371.94,1.35,85.94,8.59,0.03,0.82,1.27,4
3/4/2021,ID-ST,Sulawesi Tengah,77,1,53,23,10276,262,8473,1541,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,26.05,3476.83,0.34,88.65,8.86,0.03,0.82,1.17,1
3/6/2021,ID-ST,Sulawesi Tengah,34,0,4,30,10323,263,8487,1573,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,11.5,3492.73,0,88.98,8.9,0.03,0.82,2.62,0
3/7/2021,ID-ST,Sulawesi Tengah,38,1,16,21,10361,264,8503,1594,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,12.86,3505.59,0.34,89.32,8.93,0.03,0.82,1.12,
3/18/2021,ID-ST,Sulawesi Tengah,24,1,52,-29,10716,273,9148,1295,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,8.12,3625.7,0.34,92.37,9.24,0.03,0.85,0.96,1
3/20/2021,ID-ST,Sulawesi Tengah,42,2,86,-46,10813,276,9292,1245,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,14.21,3658.52,0.68,93.38,9.34,0.03,0.86,0.76,2
4/27/2021,ID-BT,Banten,227,0,198,29,47101,1200,43958,1943,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,21.17,4392.78,0,111.92,11.19,0.03,0.93,1.03,0
5/1/2021,ID-BT,Banten,53,0,28,25,47396,1210,44202,1984,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,4.94,4420.29,0,112.85,11.28,0.03,0.93,0.74,0
5/2/2021,ID-BT,Banten,55,2,68,-15,47451,1212,44270,1969,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,5.13,4425.42,0.19,113.03,11.3,0.03,0.93,1.04,
5/3/2021,ID-BT,Banten,126,0,44,82,47577,1212,44314,2051,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,11.75,4437.17,0,113.03,11.3,0.03,0.93,2.29,0
5/4/2021,ID-BT,Banten,112,4,163,-55,47689,1216,44477,1996,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,10.45,4447.62,0.37,113.41,11.34,0.03,0.93,0.89,
5/5/2021,ID-BT,Banten,73,3,193,-123,47762,1219,44670,1873,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,6.81,4454.42,0.28,113.69,11.37,0.03,0.94,0.65,0.75
5/6/2021,ID-BT,Banten,65,1,37,27,47827,1220,44707,1900,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,6.06,4460.49,0.09,113.78,11.38,0.03,0.93,0.89,0.33
5/7/2021,ID-BT,Banten,68,0,50,18,47895,1220,44757,1918,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,6.34,4466.83,0,113.78,11.38,0.03,0.93,1.05,0
5/8/2021,ID-BT,Banten,81,4,32,45,47976,1224,44789,1963,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,7.55,4474.38,0.37,114.15,11.42,0.03,0.93,1.19,
5/9/2021,ID-BT,Banten,61,0,174,-113,48037,1224,44963,1850,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,5.69,4480.07,0,114.15,11.42,0.03,0.94,0.75,0
5/10/2021,ID-BT,Banten,92,4,71,17,48129,1228,45034,1867,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,8.58,4488.65,0.37,114.53,11.45,0.03,0.94,1.51,
5/11/2021,ID-BT,Banten,82,1,45,36,48211,1229,45079,1903,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,7.65,4496.3,0.09,114.62,11.46,0.03,0.94,0.89,0.25
5/12/2021,ID-BT,Banten,56,0,24,32,48267,1229,45103,1935,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,5.22,4501.52,0,114.62,11.46,0.03,0.93,0.68,0
5/18/2021,ID-BT,Banten,29,2,0,27,48510,1235,45580,1695,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,2.7,4524.18,0.19,115.18,11.52,0.03,0.94,0.55,1
5/19/2021,ID-BT,Banten,53,1,64,-12,48563,1236,45644,1683,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,4.94,4529.13,0.09,115.27,11.53,0.03,0.94,1.83,0.5
5/22/2021,ID-BT,Banten,66,4,100,-38,48778,1243,46172,1363,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,6.16,4549.18,0.37,115.93,11.59,0.03,0.95,1.06,2
5/23/2021,ID-BT,Banten,36,2,52,-18,48814,1245,46224,1345,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,3.36,4552.54,0.19,116.11,11.61,0.03,0.95,0.55,0.5
5/24/2021,ID-BT,Banten,49,1,51,-3,48863,1246,46275,1342,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,4.57,4557.11,0.09,116.21,11.62,0.03,0.95,1.36,0.5
5/25/2021,ID-BT,Banten,89,2,9,78,48952,1248,46284,1420,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,8.3,4565.41,0.19,116.39,11.64,0.03,0.95,1.82,2
5/26/2021,ID-BT,Banten,44,0,23,21,48996,1248,46307,1441,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,4.1,4569.51,0,116.39,11.64,0.03,0.95,0.49,0
5/29/2021,ID-BT,Banten,72,3,71,-2,49277,1255,46485,1537,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,6.71,4595.72,0.28,117.04,11.7,0.03,0.94,1.36,1.5
